	Unnamed: 0.1	PhraseId	SentenceId	Phrase	Sentiment
1088	10796	141565.0	7681	matter plumb arrang mind game no erot sensuou charg	1.0
1089	10805	125563.0	6746	time liter stop dime in triessohardtobecool clockstopp doe nt mean still wo nt feel like longest 90 minut moviego life	0.0
1090	10807	95647.0	4996	smother solemn	2.0
1091	10826	121414.0	6505	bizarr piec work premis dialogu level kid televis plot thread moros teen pregnanc rape suspect murder	1.0
1092	10836	45647.0	2219	not count few grossout comedi tri forget thi first film in long time made want bolt theater in first 10 minut	0.0
1093	10852	41480.0	1995	empti purposeless exercis	0.0
1094	10859	113423.0	6027	salaci simplist	1.5
1095	10864	76457.0	3928	put enough salt wound tortur selfconsci materi make sting	1.0
1096	10880	21995.0	987	bland harmless	1.5
1097	10886	36113.0	1705	drag back singlehand	2.5
1098	10894	29617.0	1373	two sign night shyamalan debut featur suck up ha give mystic genr cinema unbreak sign	1.0
1099	10911	136355.0	7372	though run 163 minut safe conduct anyth languor	3.0
1100	10939	1024.0	38	movi progress rambl incoher give new mean phrase fatal script error	0.0
1101	10951	53318.0	2646	urban landscap detail down sign kiosk color palett lot somber blue pink dreami evoc	3.0
1102	10953	132985.0	7173	elmo tout hi drug 51 time stronger coke	2.0
1103	11037	29266.0	1355	perhap grossest movi ever made	0.0
1104	11052	151394.0	8255	movi get without funni simpli structur scene joke setup deliveri payoff	2.0
1105	11063	86842.0	4499	even murphi expert comic time fame charisma ca nt rescu thi effort	1.0
1106	11071	93146.0	4854	yaya mani secret one book better	0.5
1107	11073	107870.0	5705	film suffer becaus mani excess	1.0
1108	11087	10196.0	428	thi beauti anim epic never dull	4.0
1109	11088	40186.0	1926	not hate	2.0
1110	11090	14565.0	627	rather leaden dull	0.6666666666666666
1111	11104	52894.0	2622	lose faith in viabil succumb joyless specialeffect excess	0.5
1112	11155	70647.0	3602	overal effect awe affect strang urg get board uh shred dude	4.0
1113	11158	64190.0	3249	predict cloy though brown sugar earnest in yearn day befor rap went nihilist summon spirit bite averag formula romant quadrangl	2.5
1114	11161	135925.0	7343	laugh aplenti bonu viewer nt worri subject fart urin fece semen ani foul substanc overrun modernday comedi	3.5
1115	11175	18918.0	831	need nt steep in 50 sociolog pop cultur movi lore appreci emot depth hayn work	3.0
1116	11180	85669.0	4430	much funni also startl surrealist moment	3.0
1117	11192	9552.0	398	thi mistyey southern nostalgia piec in tread line sappi sanguin	3.0
1118	11198	133859.0	7223	salient point simultan buri drown smother in excess writerdirector roger avari	1.0
1119	11199	81296.0	4191	captur pervers element kafkaesqu ident overnight rob replac persecut	2.6666666666666665
1120	11202	48783.0	2382	hate in morn	0.75
1121	11277	90201.0	4695	ha moment inspir humour though everi scrap darkest varieti	2.0
1122	11286	54215.0	2693	movi essenti seri fleetingli interest actor moment	2.0
1123	11301	106498.0	5624	abid impress despit mild hallucinogen buzz overwhelm wast acr haut coutur ca nt quit conceal noth resembl spine	1.5
1124	11322	2143.0	82	phillip noyc hi actor well hi cinematograph christoph doyl understand delic forc green prose screen in version quiet american	3.0
1125	11331	110785.0	5869	quirki drama touch heart funnybon thank energet alway surpris perform rachel griffith	4.0
1126	11343	114519.0	6092	firstclass natur act look real american make thi charmer	4.0
1127	11358	109645.0	5810	miyazaki ha creat vibrant color world almost imposs not swept away sheer beauti hi imag	4.0
1128	11360	28278.0	1303	go give margin thumb up	2.6666666666666665
1129	11363	89496.0	4653	much plod sensit	1.6666666666666667
1130	11367	71957.0	3676	drama temptat salvat good intent thought examin faith love power	3.0
1131	11377	114104.0	6066	fail in make thi charact understand in get under skin in explor motiv well befor end film grow dull charact whose fate hard care	0.0
1132	11391	51319.0	2527	inconsequenti roadandbuddi pic	1.0
1133	11393	146211.0	7951	rifkin no doubt fanci someth hubert selbi jr nt ounc honest poetri in hi entir script simpli crude unrelentingli exploit	0.0
1134	11406	136266.0	7367	entertain despit onejok premis thesi women venu men mar inde get togeth	2.5
1135	11411	54585.0	2714	reward fine act	3.6
1136	11415	76980.0	3959	preachi	1.0
1137	11425	142354.0	7723	true delight	4.0
1138	11427	17026.0	739	in theori middleag romanc pair clayburgh tambor sound promis in practic someth els altogeth clownish offens noth like real life	1.5
1139	11443	32214.0	1509	seem grant doe nt need floppi hair selfdeprec stammer	2.333333333333333
1140	11471	101506.0	5338	offer glimps solomon decis face jewish parent in turbul time save children yet lose	3.0
1141	11491	125210.0	6728	hawk film bore pretenti wast nearli two hour doe nt tell anyth except chelsea hotel today popul whini pathet starv untal artist	1.0
1142	11513	111188.0	5894	tuxedo vehicl chan mask wa jim carrey	1.5
1143	11516	16550.0	712	practic hear georg orwel turn over	1.0
1144	11521	39816.0	1903	duti enchant terribl episod lack spark imagin might made exhilar	0.0
1145	11534	86934.0	4507	shame marvel first 101 minut combin misconceiv final 5	1.5
1146	11536	71926.0	3673	shot like postcard overact boozi selfindulg bring out worst in otherwis talent actor	0.0
1147	11549	5056.0	198	get impress writer director burr steer know territori hi sens humor ha yet lose smug selfsatisfact usual associ better privat school	1.5
1148	11551	53082.0	2634	thi bracingli truth antidot hollywood teenag movi slather clearasil over blemish youth captur combust mixtur chafe inner loneli desper grandios tend character puberti	3.0
1149	11555	35738.0	1686	up decid need see	2.0
1150	11585	56082.0	2806	odd weird	1.0
1151	11607	152998.0	8354	fake street drama keep tell thing instead show	1.0
1152	11617	74171.0	3799	grate tediou	0.5
1153	11621	153508.0	8384	power perform mel gibson brutal 90minut battl sequenc doe everyth issu dogtag m16	4.0
1154	11629	76240.0	3912	too long too littl go	1.0
1155	11653	38589.0	1839	biopic crane life in classic tradit evolv ha becom us in era video	2.0
1156	11670	72244.0	3693	showtim finelook film bounci score clutch live song deft punctuat	4.0
1157	11681	94371.0	4925	crime movi made someon obvious know noth crime	0.3333333333333333
1158	11719	86644.0	4489	like excruci end day collater damag present schwarzenegg tragic figur sympathi realli belong ani viewer forc watch tri out mani complic facial express	1.0
1159	11752	1281.0	48	sure filmmak would disagre honestli nt see point	0.75
1160	11753	132228.0	7129	paxton uneven directori debut fail unlock full potenti in mani way fresh dramat substanti spin genr	2.0
1161	11754	45455.0	2209	comedi swing jostl rhythm life	3.0
1162	11759	41750.0	2010	underventil	2.0
1163	11769	103088.0	5435	ambiti	2.555555555555556
1164	11770	47403.0	2311	seagal appear in orang prison jumpsuit want stand up in theater shout hey koolaid	2.0
1165	11792	49394.0	2417	lightweight appeal	3.0
1166	11798	11700.0	505	degrad strang liber see peopl work hard lead live sexi intrigu onli reveal dispassion gantz brother ordinari pasti lumpen	3.0
1167	11799	154910.0	8475	no get around fact thi reveng nerd revisit	2.0
1168	11800	96327.0	5032	showcas scenic splendor mountain legendari actor michel serrault film less success level	3.0
1169	11805	104575.0	5522	noth thi movi work	0.0
1170	11811	22219.0	997	not comed moment in thi romant comedi	0.0
1171	11815	111614.0	5924	film ha infecti enthusiasm touch film convict life center place time sport	4.0
1172	11820	64339.0	3257	movi doe nt realli deliv countri music fan famili audienc	0.5
1173	11827	29716.0	1377	power shanghai ghetto documentari dana janklowiczmann amir mann rest in voic men women in 70 live in 1940	3.0
1174	11836	97907.0	5127	no surpris director washington demand receiv excel perform newcom derek luke	4.0
1175	11839	108435.0	5738	woodi allen ha realli found hi groov day	4.0
1176	11843	45466.0	2210	never dull alway look good	3.5
1177	11853	35855.0	1692	worst film year	0.0
1178	11856	60874.0	3073	refresh chang usual whoopeecushion effort aim youth market	4.0
1179	11858	115873.0	6176	make thi high water mark thi genr	3.0
1180	11874	98730.0	5178	slow ponder rohmer drama build intens indoor drama compass sacrific christian love in face polit corrupt	3.0
1181	11876	30814.0	1433	talki nt necessarili bad dialogu frequent miss mark	0.5
1182	11880	91471.0	4759	stori virtual imposs follow certain style wit dialogu	2.0
1183	11882	22733.0	1029	interest not compel	2.0
1184	11906	2581.0	99	not particularli good film neither monster one	1.5
1185	11909	40660.0	1948	real women may mani agenda also win over in big way	4.0
1186	11933	143088.0	7767	effort watch thi movi eventu pay effect stick	3.0
1187	11943	105750.0	5583	serious dumb charact somewhat dilut pleasur watch	1.0
1188	11948	92743.0	4831	shine perform offer us sens element level lilia deepli want break free old life	3.5
1189	11955	123730.0	6644	charm kevin kline stori put oldfashion valu under microscop	2.6666666666666665
1190	11965	57367.0	2892	bore cage spent durat film shoot schedul wait scream got aid yet	0.0
1191	11982	74365.0	3811	admit egomaniac evan no hollywood villain yet thi grate showcas almost make wish gone way simpson	1.5
1192	11990	58529.0	2949	take fresh absorb look figur whose legaci begun bronz	3.5
1193	11996	121400.0	6503	film unhurri pace actual one strength	3.0
1194	12002	70005.0	3563	slick manufactur claim street credibl	3.0
1195	12008	152567.0	8326	druggi selfindulg like springbreak orgi pretenti art major	0.6666666666666666
1196	12020	33955.0	1595	requir view civic class wouldb public servant alik	3.0
1197	12021	82471.0	4258	suspend disbelief shake head way credit	1.5
1198	12026	23727.0	1079	in histori academi peopl may wonder jazz wa chicago in 2002	1.5
1199	12027	74577.0	3824	expect colleg comedi target audienc ha nt graduat junior high school	1.0
1200	12032	92807.0	4834	stylishli direct verv	3.25
1201	12034	104024.0	5486	despit closeddoor hankypanki	2.0
1202	12036	101439.0	5335	no doubt thi highli ambiti person project egoyan also one next hi best work feel clumsi convolut	1.5
1203	12046	41898.0	2016	suffer timid pars barnsid target son tri breach gap in relationship father	1.5
1204	12071	52267.0	2583	everi child stori matter	2.0
1205	12074	57888.0	2918	flop except six gag realli work	0.3333333333333333
1206	12086	79609.0	4099	charact face possibl life meaningless vapid devoid substanc in movi definit meaningless vapid devoid substanc	0.0
1207	12087	131104.0	7065	expect much talent outstand director bruce mcculloch	1.0
1208	12115	86372.0	4472	lot ask peopl sit still two hour chang watch charact especi render in flat impass manner phoenix	0.5
1209	12120	59114.0	2982	lot recommend read lip	3.0
1210	12157	76548.0	3936	preposter prurient whodunit	0.5
1211	12158	72239.0	3692	depressingli thin exhaustingli contriv	0.5
1212	12164	3493.0	130	triumph film hew out world carri us effortlessli dark light	4.0
1213	12174	61123.0	3089	nt blame eddi murphi nt owen wilson know movi must stori script	0.0
1214	12180	119155.0	6369	get close chimp way goodal seriou mind patienc respect affect	3.0
1215	12182	82840.0	4278	lrb rise rrb abov ohsohollywood rejigg convent direct give film soul unabash sens good oldfashion escap	3.0
1216	12202	107294.0	5670	sustain level exagger styliz humor throughout take expect twist bit	3.0
1217	12217	63694.0	3225	divert enough hourandahalf famili audienc	3.0
1218	12233	117613.0	6276	complet spooki piec busi get under skin plot blip asid	3.0
1219	12249	114684.0	6103	even recommend wait dvd skip straight scene	1.0
1220	12252	36182.0	1709	almost everi relationship person in film yield surpris	3.0
1221	12262	75207.0	3858	could use two hour better watch john malkovich	0.6666666666666666
1222	12277	145275.0	7894	too bad kramer could nt make guest appear liven thing up	1.0
1223	12297	46857.0	2282	tire anyth	0.6666666666666666
1224	12305	117592.0	6275	spread too thin leav actor well member commun short profound character	0.0
1225	12312	90097.0	4690	not home run least solid base hit	3.0
1226	12329	47496.0	2315	pretti good littl movi	3.5
1227	12332	84038.0	4342	lathan digg carri film charisma exhibit sharp comic time make hackney element film easier digest	3.0
1228	12339	28612.0	1323	controlaltdelet simon quickli possibl	0.0
1229	12372	61928.0	3132	mani definit time waster thi movi must sure one	0.0
1230	12382	68550.0	3480	search place in world miller dig veri mind find unblink flaw human	3.0
1231	12389	120318.0	6432	danger secretli unhing guy could easili kill presid becaus made feel power	2.0
1232	12394	145835.0	7929	definit improv first blade sinc doe nt take deadli serious	2.6666666666666665
1233	12406	118957.0	6359	find moviego pleasur in tini event could make person ha live life halfasleep suddenli wake up take notic	3.0
1234	12425	101400.0	5333	noth els rollerbal 2002 may go down in cinema histori onli movi ever in rest cast wa outshin cool j	1.0
1235	12431	150764.0	8218	excess quirki littl underconfid in deliveri otherwis thi best old neighborhood project sinc christoph walken kinda romanc cyndi lauper in opportunist	3.0
1236	12444	14413.0	621	challeng thi nervi odditi like modern art	3.0
1237	12481	59700.0	3011	confess may not straightforward bio doe offer much in way barri motiv film oddli fascin depict architect pop cultur	3.0
1238	12482	55291.0	2756	watch float within sea person	2.0
1239	12487	143050.0	7765	schneidermeist makin fool losin hi fan base	1.0
1240	12490	145063.0	7880	diaz wear out welcom in charmless perform	0.0
1241	12491	96503.0	5042	follow basic plot trajectori nearli everi schwarzenegg film someon cross arni	1.5
1242	12512	107983.0	5713	unusu foodforthought cinema entertain instruct	4.0
1243	12532	108525.0	5744	devast indict unbridl greed mater	1.0
1244	12541	75157.0	3854	though not everyon guy somber trip worth take	2.0
1245	12545	91105.0	4740	damn fine truli distinct deepli pertin film	4.0
1246	12547	148233.0	8067	film bright flashi in right way	4.0
1247	12583	81554.0	4206	director peter kosminski give women forum demonstr act chop take full advantag	3.0
1248	12590	18362.0	802	lie said ribcag nt ach end kung pow	3.333333333333333
1249	12592	8160.0	337	filmmak heart in right place	2.0
1250	12610	60296.0	3045	ha in common firework display movi normal expect charact storylin	0.6666666666666666
1251	12625	66857.0	3392	sober power documentari sever kind person loss reject one mother	3.0
1252	12632	37178.0	1763	murder number nt great movi perfectli accept widget	2.0
1253	12649	20859.0	931	swim abov young woman face cast actress whose face project woman doubt yearn succe	4.0
1254	12677	72749.0	3716	fun famili movi suitabl age movi make laugh cri realiz never too late believ in dream	4.0
1255	12708	55244.0	2754	wannab film without vital comic ingredi hilari writerdirector	1.0
1256	12712	74971.0	3844	got seven day left live	1.5
1257	12756	122102.0	6544	jack nicholson make thi man watchabl tribut not onli hi craft hi legend	4.0
1258	12768	145288.0	7895	hill nt quit hi gener siegel lrb robert aldrich rrb becaus no discern feel beneath chest hair	1.0
1259	12777	86135.0	4459	taiwanes auteur tsai mingliang good news anyon fallen under sweet melancholi spell thi uniqu director previou film	3.5
1260	12790	75120.0	3852	treat ana journey honesti tragic rare in depict young women in film	3.5
1261	12798	139465.0	7566	leav littl doubt kidman ha becom one best actor	3.5
1262	12804	68944.0	3502	nt put film auster	2.0
1263	12808	136094.0	7353	safe recommend videodvd babysitt	2.5
1264	12819	19355.0	851	beauti imag solemn word not disguis slack complac lrb godard rrb vision ani gorgeou piano string soundtrack drown out tinni selfright hi voic	1.0
1265	12822	35153.0	1652	becaus damn	2.0
1266	12827	104480.0	5514	movi bog down in insignific say noth kennedi assassin reveal noth patholog pretend investig	0.0
1267	12829	142999.0	7762	captiv intim studi die love	4.0
1268	12844	29426.0	1364	sight spaceship launch pad duli impress in imax dimens shot astronaut float in cabin	3.0
1269	12845	34913.0	1643	seem imposs epic fourhour indian music cricket game could thi good	3.333333333333333
1270	12852	5964.0	239	miyazaki one world cinema wondrous gift artist storytel	4.0
1271	12854	29122.0	1348	drumlin show level young black manhood funni touch smart complic	4.0
1272	12860	144578.0	7848	offer littl insight experi forti femal singl	0.0
1273	12861	68255.0	3465	crude teenori variat theme playwright craig luca explor infinit grace eloqu in hi prelud kiss	2.0
1274	12862	114982.0	6124	byler too savvi filmmak let thi morph typic romant triangl	3.0
1275	12870	119018.0	6362	ha moment ultim curmudgeon doe nt quit make cut place ani list favorit	2.0
1276	12912	74174.0	3800	utter mush conceit pap	0.0
1277	12937	103078.0	5433	best film year 2002	3.5
1278	12940	50579.0	2488	pacino william seem keep up ant charact in film	4.0
1279	12949	21934.0	981	drown in sap	1.5
1280	12967	43308.0	2093	too daft half suprem good natur	3.0
1281	12972	23228.0	1052	fine craft fine written exquisit perform	4.0
1282	12976	107466.0	5678	win comedi wri observ longliv friendship way in lose track ourselv tri pleas	4.0
1283	12983	148172.0	8063	stori ha nice twist end backstori littl tire	1.5
1284	12986	146372.0	7961	ever see one comedi seem like bad idea frame one	1.0
1285	12993	50168.0	2466	doe nt know want retrorefit exercis in campi recal older fan silli nickelodeonesqu kiddi flick	1.5
1286	12999	111389.0	5908	even never heard chaplin still glu screen	3.0
1287	13007	48153.0	2348	return neverland manag straddl line anoth classic compani anoth runofthemil disney sequel intend home video market	1.0
1288	13010	94862.0	4950	tri hard quirki funni strain too evid	0.5
1289	13013	83641.0	4324	obnoxi special effect obligatori outburst flatul incess sofiveminutesago pop music soundtrack overwhelm left scruffi dopey old hannabarbera charm	0.0
1290	13029	106169.0	5607	affection goofi satir unafraid throw elbow necessari	3.0
1291	13032	101738.0	5356	uninspir script act direct never rise abov level afterschool tv special	1.3333333333333333
1292	13035	139898.0	7590	lee doe marvel compel present brown catalyst struggl black manhood in restrict chaotic america sketchi nevertheless grip portrait jim brown celebr wonder in spotlight	3.5
1293	13039	52178.0	2578	poignanc jostl farc thought dialogu elbow asid onelin visual style incorpor rotoscop anim no appar reason except mayb look neat	1.25
1294	13042	22684.0	1027	mere indulg in worst element	1.0
1295	13048	23660.0	1074	strang delight	3.0
1296	13066	59852.0	3019	kind movi criticproof simpli becaus aim low	0.5
1297	13075	128678.0	6921	not much movi joint promot nation basketbal associ teenag rap adolesc posterboy lil bow wow	0.3333333333333333
1298	13086	119468.0	6388	memor circuit shot digit video whose tini camera enabl shafer navig space larg small consider aplomb	3.0
1299	13102	17250.0	749	offer interest bit specul issu brecht face hi life drew close	3.0
1300	13107	73925.0	3780	few modest laugh certainli no thrill	1.5
1301	13125	60180.0	3036	even baffl funni	2.0
1302	13129	58314.0	2940	none happilyev spangl monsoon wed in late marriag part make dover kosashvili outstand featur debut potent	4.0
1303	13142	139052.0	7537	wast in thi crass lowwattag endeavor	0.3333333333333333
1304	13145	18571.0	816	film inform educ	2.0
1305	13148	84375.0	4363	funni touch dramat forc beauti shot	4.0
1306	13153	21777.0	974	make sens went back school check out girl hi film frat boy idea good time	2.0
1307	13161	112115.0	5952	jacquot ha film opera exactli libretto direct ideal captur opera drama lyric	3.0
1308	13176	136110.0	7355	hard not especi grate freedom film like thi	3.0
1309	13178	151744.0	8280	lot problem thi movi	0.5
1310	13182	90660.0	4719	not origin enough	1.0
1311	13195	32847.0	1539	way home ode uncondit love compass garner year see condit onli old privi often misconstru weak	3.0
1312	13203	101040.0	5308	except mccoist player nt clue park	1.0
1313	13216	79720.0	4105	plu like alreadi mention robert duval	3.0
1314	13217	127564.0	6862	madonna doe ca nt properli call act accur move talk occasion gestur sometim onc	1.0
1315	13225	150444.0	8197	lot thing doe nt	1.25
1316	13232	80698.0	4157	appal ace ventura ripoff somehow manag bring togeth kevin pollak former wrestler chyna dolli parton	0.5
1317	13241	8646.0	359	not good origin	1.0
1318	13242	122361.0	6559	collaps under meager weight	1.0
1319	13247	68375.0	3470	geniu work speak volum offer up hallucinatori dreamscap frustrat captiv	4.0
1320	13248	26989.0	1240	snap under strain plot contriv need reassur	1.0
1321	13253	26518.0	1217	thi version move beyond origin nostalgia commun film experi yesteryear deeper realiz cinema inabl stand in true live experi	2.0
1322	13265	104777.0	5533	ground thi overstuf errat dramedi in hi improb forbear wife contend crazi childrear in lo angel	1.5
1323	13308	2195.0	83	pianist lack quick emot connect steven spielberg schindler list	2.0
1324	13310	18800.0	826	remark allur film set in constrict eisenhow era one suburban woman yearn in face loss shatter cheeri tranquil suburban life	3.0
1325	13312	54600.0	2716	film lose sight stori	0.5
1326	13376	23837.0	1083	1960 rebellion wa misdirect ca nt fight cultur	1.5
1327	13379	48353.0	2360	ca nt believ anyon would realli buy thi stuff	0.3333333333333333
1328	13381	53653.0	2664	although sensit fault often overwritten surfeit weighti revel floweri dialogu nostalgia past road not taken	1.0
1329	13387	85160.0	4405	over 25 iq over 90 driver licens abl find better entertain	0.0
1330	13393	52596.0	2605	adam sandler eight crazi night grow like rash	0.0
1331	13402	94498.0	4932	like lot smaller scene	3.0
1332	13416	132507.0	7146	end up mostli ravish costum eyefil widescreen product design joan wacki decis stand man no matter mani time demonstr disloy satyr	2.0
1333	13418	76484.0	3930	thi one certainli wellmean also simplemind contriv	2.0
1334	13419	39641.0	1892	throw smoochi train	2.0
1335	13458	124200.0	6668	hart war ha much recommend even topbil willi not impress player	2.5
1336	13461	89270.0	4640	start promisingli disintegr dreari humorless soap opera	1.0
1337	13463	142844.0	7752	thi video long befor grow up wait till	1.5
1338	13466	42627.0	2056	crush under car throw out window electrocut dismemb victim in full conscious	1.3333333333333333
1339	13481	38412.0	1829	movi power poetri passion	2.5
1340	13501	155118.0	8490	engag formula sport drama carri charg genuin excit	3.0
1341	13513	80852.0	4167	decidedli mix bag	1.6666666666666667
1342	13530	106040.0	5598	riski ventur never quit goe expect often surpris unexpect comedi	3.5
1343	13532	133934.0	7228	earnest hard resist hi plea spare wildlif respect environ	3.0
1344	13537	103002.0	5429	go long moviego anxiou see strang young guy strang guy thing	1.3333333333333333
1345	13571	141544.0	7679	suffer flat script low budget	0.5
1346	13576	7501.0	304	begin convent thriller evolv gorgeous atmospher medit lifechang chanc encount	3.333333333333333
1347	13584	102316.0	5385	spars oddli compel	3.0
1348	13586	52794.0	2615	bless two fine nuanc lead perform	3.0
1349	13594	106126.0	5605	film fall short tension eloqu spiritu challeng thing made origin new testament stori compel 20 centuri	1.0
1350	13599	95143.0	4962	scratch head hide under seat	1.4
1351	13600	43514.0	2104	visual rorschach test must fail	0.5
1352	13613	12514.0	537	not ani us complain film clock in around 90 minut day plot leav lot desir	1.0
1353	13614	125036.0	6720	white oleand movi akin reader digest condens version sourc materi	1.0
1354	13619	102774.0	5416	lrb rrb espit familiar subject matter ice age consist amus engross	3.0
1355	13631	86751.0	4494	film idea wri comic mayhem	3.5
1356	13633	75459.0	3869	seemingli vehicl showcas canadian inan rambl steal harvard smorgasbord soliloqui noth deliv former mr drew barrymor	0.0
1357	13658	136105.0	7354	convent heartwarm tale	3.333333333333333
1358	13666	59222.0	2989	postseptemb 11 sum fear seem tacki reprehens manipul collect fear without bestow subject intellig sincer unequivoc deserv	0.0
1359	13678	52492.0	2598	despit overwrought end film work well doe becaus perform	3.0
1360	13691	123136.0	6609	amaz supers dosag goofbal stunt ani jackass fan	3.0
1361	13699	15155.0	652	three actress simpli dazzl particularli balk final given part worthi consider talent	4.0
1362	13700	3552.0	133	suspect thi kind product would funnier director releas outtak theatric use film bonu featur dvd	2.0
1363	13705	120685.0	6455	film hero bore hi innoc soon becom question kind inexcus dumb innoc	1.0
1364	13717	110552.0	5859	uplift nearmasterpiec	4.0
1365	13738	74871.0	3839	deepsix compuls catalog everi bodili fluid gag in someth mari devis parallel clonegag	1.3333333333333333
1366	13739	32662.0	1531	onc overli oldfashion in sudsi plot heavyhand in effort modern encomia divers toler	1.0
1367	13750	117304.0	6259	not onli comingofag stori cautionari parabl also perfectli render period piec	3.0
1368	13758	149820.0	8158	stori troubl everi day sketchi amount littl preliminari note sciencefict horror film movi fragmentari narr style make piec stori togeth frustrat difficult	0.0
1369	13765	74262.0	3804	sickli entertain best minddestroy cinemat pollut worst	1.0
1370	13767	96861.0	5063	ye spirit away triumph imagin also failur storytel	1.0
1371	13770	15513.0	665	see big bad love tri go never quit get	1.5
1372	13771	129911.0	6994	graham green novel coloni empir elev michael cain perform weari journalist in chang world	3.0
1373	13776	19304.0	848	interest end even leav few linger anim thought	3.5
1374	13794	45554.0	2214	likeabl thank cast cuisin quirki tune	4.0
1375	13818	135554.0	7321	allfrench cast marveilleux	4.0
1376	13844	61976.0	3135	good energet frontman hard resist hi enthusiasm even filmmak come up noth origin in way slapstick sequenc	3.0
1377	13846	100516.0	5273	mawkish dialogu	1.0
1378	13852	147721.0	8038	would nt matter much thi arrog richard pryor wannab routin offens pueril unimagin foulmouth wa least funni	0.3333333333333333
1379	13886	139941.0	7592	beneath film obviou determin shock ani cost lie consider skill determin back sheer nerv	3.0
1380	13910	90047.0	4685	travail metropolitan life	2.0
1381	13912	105519.0	5572	sleepinducingli slowpac crime drama clumsi dialogu heavyhand phoneyfeel sentiment overlyfamiliar set	1.0
1382	13915	15206.0	654	may captiv wa mood subtli transform star still wonder whi paul thoma anderson ever inclin make sincer art movi in adam sandler probabl ever appear	3.333333333333333
1383	13934	147785.0	8041	given fact virtual no one bound show up theatr project made tube	0.0
1384	13962	117493.0	6271	woodman seem directli influenc thi girlmeetsgirl love stori even reassur maker actual seem understand made allen romant comedi pertin endur	3.0
1385	13964	52805.0	2617	pay attent big twist pretti easi guess doe nt make movi ani less entertain	2.0
1386	13967	25006.0	1140	ararat went astray	1.3333333333333333
1387	13970	79031.0	4067	fit funni never realli take	1.0
1388	13984	24618.0	1121	might sort credibl genderprovok philosophi submerg hell care	1.0
1389	13987	46497.0	2260	amazingli dopey	2.0
1390	13993	139404.0	7559	movi gorgeous made also somewhat shallow artconsci	2.0
1391	14021	147520.0	8028	film compet also uninspir lack real talent wit elev beyond formula level classic romant comedi aspir	1.0
1392	14045	44950.0	2181	not everyth in thi ambiti comic escapad work coppola along hi sister sofia real filmmak	3.0
1393	14053	46502.0	2261	hard imagin even veri small children impress thi tire retread	0.25
1394	14079	96683.0	5050	noth widget crank out assembl line see stupid american get kick out goofi brit cute accent perform agesold slapstick unfunni trick	1.0
1395	14121	135227.0	7300	doe nt work either	0.5
1396	14122	12076.0	518	not sure wors poor act ensembl cast flat dialogu vincent r nebrida gutless direct lauric guillen	0.0
1397	14128	14362.0	619	initi excit settl warm over pastich	1.0
1398	14136	76035.0	3902	film feel conceiv shot fli like lunch break shearer radio show hi simpson voiceov	2.0
1399	14138	110419.0	5849	actor simpli too good stori too intrigu technic flaw get in way	3.0
1400	14146	6077.0	243	time commerci ha squeez life out whatev ideal american moviemak ever godfrey reggio career shine like lone beacon	3.0
1401	14150	78533.0	4040	thi silli littl cartoon inspir few kid not grow up greedi bastard power	2.0
1402	14152	57854.0	2915	among chief reason brown sugar sweet sexi film	3.6666666666666665
1403	14191	90417.0	4706	overwrought taiwanes soaper three peopl mixedup relationship	1.5
1404	14205	8906.0	372	frailti offer chill much like get sit around campfir around midnight tell creepi stori give willi	4.0
1405	14232	49707.0	2438	lrb rrb quit bit heart would expect director littl mermaid aladdin	3.0
1406	14234	118709.0	6345	scherfig writerdirector ha made film unabashedli hope actual make heart soar	4.0
1407	14240	4873.0	188	uneven lot fun	3.0
1408	14242	124686.0	6700	lrb barri rrb give assassin disquiet author	3.0
1409	14244	76126.0	3906	prospect film like kangaroo jack burst across america winter movi screen pleasur film like hour altern	3.0
1410	14252	141359.0	7668	invent absorb movi hard classifi hard resist	4.0
1411	14266	11968.0	513	process comedi	1.5
1412	14274	98059.0	5137	also come lazi arrog thing alreadi know	0.6666666666666666
1413	14289	99867.0	5240	return beyond warn thi movi 90 minut long life too short	0.0
1414	14290	111288.0	5900	big mistak	1.0
1415	14291	59528.0	3002	even accept thi in right frame mind onli provid much lenienc	1.0
1416	14294	11755.0	507	essenc magic makebeliev promis life soar abov materi realm thi opposit truli magic movi	4.0
1417	14295	53156.0	2637	beauti film full elabor twist charact also pretti funni	4.0
1418	14296	74451.0	3815	definit worth 95 minut time	3.0
1419	14305	67245.0	3412	stori doe seem pretti unbeliev time aw entertain watch	3.0
1420	14316	50271.0	2472	gloriou mess	2.0
1421	14321	102460.0	5393	boy spar like success blow dump guei wear down stori cerebr likabl plot element	2.0
1422	14375	25123.0	1149	elegantli produc express perform six music number crystal key plot moment minut detail wonder dreamlik ecstasi	4.0
1423	14382	52643.0	2607	complex psycholog drama father return hi son home decad away	2.5
1424	14390	13784.0	595	someth medit lyric babak payami boldli quirki iranian drama secret ballot charm evok littl ditti manag show gentl human side middl eastern world polit	3.6666666666666665
1425	14391	14991.0	645	vivid thought unapologet raw comingofag tale full sex drug rock n roll	3.5
1426	14399	48427.0	2365	rather watch rerun powerpuff girl	0.5
1427	14411	91950.0	4784	settl tradit reserv kind filmmak	3.0
1428	14423	6305.0	252	onli camouflag carvey consid paper bag wear over hi head goe out public avoid recogn man bilk unsuspect moviego	0.0
1429	14437	86068.0	4455	exhilar experi	4.0
1430	14445	79500.0	4094	coher well shot tartli act wear down like dinner guest show hi doctor	1.5
